Indicator.Name,Indicator.Code
Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD
Total reserves in months of imports,FI.RES.TOTL.MO
Total reserves minus gold (current US$),FI.RES.XGLD.CD
Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS
Trade (% of GDP),NE.TRD.GNFS.ZS
Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS
"Trademark applications, direct nonresident",IP.TMK.NRES
"Trademark applications, direct resident",IP.TMK.RESD
"Trademark applications, nonresident, by count",IP.TMK.NRCT
"Trademark applications, resident, by count",IP.TMK.RSCT
"Trademark applications, total",IP.TMK.TOTL
Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS
"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS
"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS
Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS
"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS
"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS
Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS
"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS
"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS
Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS
"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS
"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS
Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS
"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS
"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT
Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS
"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS
Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT
Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT
"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS
"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS
UHC service coverage index,SH.UHC.SRVS.CV.XD
"Undisbursed external debt, official creditors (UND, current US$)",DT.UND.OFFT.CD
"Undisbursed external debt, private creditors (UND, current US$)",DT.UND.PRVT.CD
"Undisbursed external debt, total (UND, current US$)",DT.UND.DPPG.CD
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS
"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS
Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS
"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS
Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS
"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS
"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Urban land area (sq. km),AG.LND.TOTL.UR.K2
Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2
Urban population,SP.URB.TOTL
Urban population (% of total),SP.URB.TOTL.IN.ZS
Urban population growth (annual %),SP.URB.GROW
Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS
Urban poverty gap at national poverty lines (%),SI.POV.URGP
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC
"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD
Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS
Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS
Wanted fertility rate (births per woman),SP.DYN.WFRT
"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD
Wholesale price index (2010 = 100),FP.WPI.TOTL
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS
Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS
Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS
Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS
